"IDCLOUD";"ID";"IDCIDADE";"IDREPRESENTANTE";"NOMEFANTASIA";"NOMECONTATO";"RAZAOSOCIAL";"CNPJ";"CNAE";"INSCRICAOESTADUAL";"EMAIL";"RAMOATIVIDADE";"REPRESENTANTE";"NOVO";"STATUS";"ATIVO";"CEP";"BAIRRO";"CIDADE";"COMPLEMENTO";"NUMERO";"ENDERECO";"UF";"DATAVIGENCIA";"CADASTRADAPOR";"OBSERVACOES";"FONECOBRANCA";"FONEADICIONAL";"DATAINICIO";"DIASLICENCAPROVISORIA";"VALORMENSALIDADE";"VALORIMPLANTACAO"
17618237;176;5582;0;"PIZZARIA E CHURRASCARIA PIZZA NA PEDRA";"A";"ILVIO DANTAS FAGUNDES NETO";"18237416000193";"";"109446790";"a";"0";"";"N";1;"S";"45037270";"ESPIRITO SANTO";"LUIS EDUARDO MAGALHAES";"";8;"AVENIDA LAURA NUNES";"BA";"";"";"
";"7788716999";"";"23/02/2019";0;"0";"600"
17732691;177;1778;0;"DELLAS MASSA";"RONI";"VIRNA LIZ PIZZARIA E RES";"32691096000178";"";"155396812 ";"ronirenealvesroni@gmail.com";"0";"RAFAEL";"N";1;"S";"45028265";"CANDEIAS  ";"VITORIA DA CONQUISTA";"";900;"AVENIDA BRASIL  ";"";"";"";"

";"77992071330";"";"27/02/2019";0;"0";"0"
17822674;178;4536;0;"2WA BURGER HOUSE";"";"2WA RESTAURANTE EIRELE";"36007500000100";"";"9069677310";"";"0";"DANIEL";"N";3;"S";"85601270";"CENTRO";"FRANCISCO BELTRAO";"";698;"AV ANTONIO DE PAIVA CANTELMO";"";"";"";"";"4626010302";"";"01/03/2019";0;"0";"0"
17916638;179;17916638;0;"CONTROLE SISTEMAS";"";"CONTROLE SISTEMAS";"16638863000129";"";"111111111";"@";"0";"";"N";3;"S";"85804420";"CENTRO";"CASCAVEL";"";2504;"RUA MARECHAL RONDON";"PR";"";"";"";"30391786";"";"04/03/2019";0;"0";"0"
18016638;180;4563;0;"CRESPIN";"ANDERSON";"CRESPIN";"16638863000129";"";"11122233  ";"@";"0";"DANIEL";"N";1;"S";"85811290";"CANCELLI";"CASCAVEL";"";190;"R. ALBERY ANTONIO RICHARD";"";"";"";"



";"99865700";"";"04/03/2019";0;"0";"0"
18117520;181;5010;0;"CHOPERIA VILA BOEMIA";"FABIO";"CHOPERIA VILA BOEMIA";"17520077000195";"";"123       ";"@";"0";"DANIEL";"N";1;"S";"89805001";"PASSO DOS FORTES";"CHAPECO";"";2465;"AV GETULIO VARGAS";"";"";"";"
";"4930250520";"";"08/03/2019";0;"0";"0"
18218256;182;4563;0;"LUGUI BEER BEBIDAS";"RENATO";"LUGUI BEER BEBIDAS";"18256624000130";"";"111222333";"@";"0";"ANDERSON";"N";1;"S";"85811290";"COUNTRY";"CASCAVEL";"";440;"R. MANAUS";"";"";"";"


";"999464376";"";"09/03/2019";0;"0";"0"
18330428;183;4563;0;"PANIFICADORA E CONFEITARIA MILY";"RAQUEL";"PANIFICADORA E CONFEITARIA MILY LTDA";"30428237000139";"";"9078081144";"raquel.milymatos@hotmail.com";"0";"ANDERSON";"N";1;"S";"85812181";"REGIAO DO LAGO";"CASCAVEL";"";382;"RUA RAFAEL PICOLI";"";"";"";"
";"998205820";"";"15/03/2019";0;"150";"0"
18422331;184;4589;0;"PIRATA'S BAR";"MIQUEIAS";"MARCIANE LOPES DO REIS ORLANDO";"22331943000130";"";"1         ";"@";"0";"DANIEL";"N";1;"S";"00000085";"CENTRO";"TUPASSI";"";101;"AV CASTELO BRANCO";"";"";"";"

";"44997467076";"";"18/03/2019";0;"0";"0"
18523539;185;1778;0;"PIZZARIA DA CHAPADA";"LETICIA";"JOSE HENRIQUE PIRES DA SILVA";"23539668000107";"";"128327016";"letticruz03@hotmail.com";"0";"RAFAEL";"N";1;"S";"45005012";"ALTO MARON";"VITORIA DA CONQUISTA";"";36;"RUA MONTESE";"";"";"";"


";"77910001055";"";"18/03/2019";0;"100";"400"
18611441;186;4563;0;"ZZ LANCHES ";"FAGNER";"ZENI DOMINGUES ME";"11441096000140";"";"9050635616";"@";"0";"ANDERSON";"N";3;"S";"85806020";"SANTA CRUZ";"CASCAVEL";"";886;"R. XAVANTES ";"";"";"";"
";"998078869";"";"20/03/2019";0;"0";"0"
18725201;187;1778;0;"AQUILA LANCHES";"AQUILA";"JOSE HENRIQUE PIRES DA SILVA";"25201049000133";"";"128327016 ";"@";"0";"RAFAEL";"N";1;"S";"45005012";"ALTO MARON";"VITORIA DA CONQUISTA";"";36;"RUA MONTESE  ";"";"";"";"




";"7788662669";"";"20/03/2019";0;"0";"0"
18824259;188;1778;0;"PIZZARIA NA PEDRA II";"NAYARA";"PIZZARIA.SANTOS.PEREIRA.LTDA  ";"24259172000142";"";"130827306";"";"0";"RAFAEL";"N";3;"";"45028440";"CANDEIAS";"";"";1495;"AVENIDA LUIS EDUARDO MAGALHAES ";"BA";"";"";"



";"7788670871";"";"28/03/2019";0;"0";"0"
18933159;189;4563;0;"RESTAURANTE E PIZZARIA DO MARQUES";"MARCOS";"M. A . STEINKE PIZZARIA";"33159576000155";"";"111222333";"";"0";"";"N";1;"";"85801021";"CENTRO";"";"";2171;"R. SAO PAULO ";"PR";"";"";"

";"999881875";"";"28/03/2019";0;"300";"0"
19028919;190;4563;0;"SANATORIO GASTRONOMICO";"CLAUDIA";"ALEXANDRE BRESSANELLI SOUL COOKIE EIRELLI";"28919811000100";"";"123";"";"0";"DANIEL";"N";1;"";"85802020";"NEVA";"";"";1589;"RUA PIO XVII";"PR";"";"";"


";"45999000142";"";"28/03/2019";0;"180";"0"
19176095;191;4563;0;"CONGREGACAO CRISTA NO BRASIL";"MARCOS/JORGE";"CONGREGACAO CRISTA NO BRASIL";"76095249000190";"";"";"";"0";"DANIEL";"N";1;"";"85810230";"CENTRO";"";"";785;"AV TOLEDO";"PR";"";"";"

";"4532265917";"";"01/04/2019";0;"0";"0"
19232912;192;4571;0;"LOJA KIWI";"CAMILA THIBES";"CAMILA SARMENTO THIBES - VESTUARIO";"32912406000137";"";"9080640118";"";"0";"ANDERSON";"N";1;"";"85851030";"CENTRO";"";"";1599;"R. MARECHAL DEODORO DA FONSECA ";"PR";"";"";"

";"999011889";"";"02/04/2019";0;"100";"0"
19327862;193;4250;0;"FILEZINHO LANCHES EIRELI ME";"RODRIGO";"FILEZINHO LANCHES EIRELI ME";"27862173000175";"";"136885497";"@";"0";"DIEGO";"N";1;"";"00788400";"CENTRO";"CAMPO VERDE";"";21;"RUA SANTOS";"MT";"";"";"


";"66996094219";"";"04/04/2019";0;"320";"0"
19427748;194;4583;0;"A TABERNA COLONIAL";"REGIS";"EDUARDO HENRIQUE CARNEIRO";"27748170000105";"";"111111111";"@";"0";"DANIEL";"N";1;"";"85900010";"CENTRO";"TOLEDO";"";3028;"RUA SANTOS DUMONT";"PR";"";"";"

";"998177720";"";"05/04/2019";0;"180";"150"
19529589;195;4563;0;"JAMES HOOKAH";"LEDIANE";"BEIRA E DONIN LTDA";"33447688000101";"";"111222333";"@";"0";"ANDERSON";"N";1;"";"85810031";"CENTRO";"CASCAVEL";"";2059;"RUA RECIFE";"PR";"";"";"



";"3222-0590";"";"08/04/2019";0;"0";"0"
19626503;196;4563;0;"ALO CAPAS AV. BRASIL";"ANDREA";"ANDREA CRISTINA DO CARMO MORAIS - ME";"26503443000601";"";"9080889302";"@";"0";"ANDERSON";"N";1;"";"85810001";"CENTRO";"CASCAVEL";"";6722;"AV. BRASIL";"PR";"";"";"
";"999182405";"";"11/04/2019";0;"90";"0"
19729242;197;4563;0;"M. PASTORE HUF - ME";"999031040";"M. PASTORE HUF - ME";"29242287000148";"";"907684";"mairapastorehuf@hotmail.com";"0";"ANDERSON";"N";1;"";"85812269";"CENTRO";"CASCAVEL";"";308;"R. ERECHIM";"PR";"";"";"
";"999031040";"";"18/04/2019";0;"100";"300"
19832650;198;4563;0;"FAZENDA LUQUI";"LUCAS";"FAZENDA LUQUI";"32650888000102";"";"9080339817";"compras@luqui.com.br";"0";"DANIEL";"N";1;"";"85812003";"CENTRO";"CASCAVEL";"";5571;"AV BRASIL";"PR";"";"";"



";"45999349800";"";"22/04/2019";0;"0";"0"
19906174;199;4571;0;"FOX TABACARIA";"wilian";"LFA TABACARIA LTDA";"42437230000162";"";"9089747942";"willian@foxatacado.com.br";"0";"";"N";1;"";"85851170";"CENTRO";"FOZ DO IGUACU";"";531;"RUA RUI BARBOSA";"PR";"";"";"";"999468177";"";"23/04/2019";0;"0";"0"
20033038;200;4563;0;"MOMA GASTRONOMIA ARABE";"ADRIANO";"MOMA GASTRONOMIA ARABE LTDA";"33038742000165";"";"9080804404    ";"gastronomiamoma@gmail.com";"0";"";"";0;"";"85812035";"CENTRO";"CASCAVEL";"";2209;"RUA MINAS GERAIS";"PR";"";"";"";"4530380006";"984332312";"24/04/2019";0;"0";"0"
20131794;201;5082;0;"CHICAGO BURGER";"PEDRO";"POPPI CARDOSO COMERCIO DE ALIMENTOS LTDA";"31794920000152";"";"0963750933";"";"0";"ANDERSON";"N";1;"";"90000000";"MONT SERRAT";"";"";637;"R. ANITA GARIBALDI";"RS";"";"";"
";"5191772633";"";"25/04/2019";0;"0";"0"
20220916;202;4563;0;"CHICAGO BURGER";"PEDRO";"CHICAGO BURGER";"20916120000140";"";"9068354100";"@";"0";"";"N";1;"";"85800000";"CENTRO";"CASCAVEL";"";7624;"AV. BRASIL";"PR";"";"";"


";"5191772633";"";"25/04/2019";0;"0";"0"
20329142;203;5085;0;"CHICAGO BURGER";"PEDRO";"CARDOSO E POPPI BURGER COM. ALIM. LTDA";"29142889000123";"";"0240503775";"";"0";"ANDERSON";"N";1;"";"92020475";"MARECHAL RONDON";"";"";4545;"AV. FARROPILHA ";"RS";"";"";"
";"5191772633";"";"25/04/2019";0;"0";"0"
20417332;204;4571;0;"LA MAFIA TRATTORIA";"VANDERSON";"LA MAFIA TRATTORIA LTDA - ME";"17332657000159";"";"9061734098";"@";"0";"";"N";1;"";"85852320";"VILA REMIGIO";"FOZ DO IGUACU";"";195;"RUA WATSLAF NIERADKA";"PR";"";"";"

";"4530276244";"";"27/04/2019";0;"0";"0"
20522208;205;4563;0;"HERO INFORMATICA";"RODRIGO";"HERO INFORMATICA LTDA";"22208015000182";"";"9080853880";"herocascavel@hotmail.com";"0";"";"N";1;"";"85813130";"CENTRO";"CASCAVEL";"SALA 01";2571;"RUA ENGENHEIRO REBOUCAS";"PR";"";"";"";"4532278962";"45984220253";"02/05/2019";0;"0";"0"
20633456;206;4563;0;"ALECRIM REFEICOES";"JOSIANE";"R F DOS SANTOS SILVA - ALIMENTOS - EIRELI";"33456060000172";"";"9081250291";"escnucleo@gmail.com";"0";"ANDERSON";"N";1;"";"85806670";"ESMERALDA";"CASCAVEL";"";121;"RUA SAFIRA";"PR";"";"";"

";"4598060025";"";"02/05/2019";0;"80";"0"
20718505;207;4511;0;"MOCA CHIC-UBIRATA";"LUDMILA";"M.A.T.S. KAWATABA-ME";"18505351000110";"";"9063667703";"mocabijuubirata@gmail.com";"0";"";"";1;"";"8544040";"CENTRO";"UBIRATA";"";817;"RUA HERCOLINO OTAVIANO";"PR";"";"";"";"44935434296";"";"04/05/2019";0;"100";"0"
20816638;208;4563;0;"TEMPERO VERDE ";"JULIANE";"TEMPERO VERDE";"16638863000129";"";"111222333";"kerlynsabrina@hotmail.com";"0";"ANDERSON";"N";1;"";"85811290";"SANTA CRUZ";"CASCAVEL";"";793;"R. KRAHOS";"PR";"";"";"
";"998457469";"";"07/05/2019";0;"100";"600"
20923164;209;4563;0;"TABACARIA NARGUIS";"ADEMIR";"A. F. CORREIA - TABACARIA ME";"23164133000107";"";"9070276515";"@";"0";"ANDERSON";"N";1;"";"85814760";"FLORESTA";"CASCAVEL";"";884;"R. PAPAGAIOS";"PR";"";"";"
";"999474402";"";"08/05/2019";0;"100";"0"
21032333;210;4593;0;"MAKTUB BAR ";"RUBIANO";"RUBIANO MARTINS DA SILVA";"32333161000193";"";"";"contatofsmidias@gmail.com";"0";"";"N";3;"";"85960000";"ALVORADA";"MARECHAL CANDIDO RONDON";"";3022;"R RUA 7 DE SETEMBRO";"PR";"";"";"
";"45999489710";"";"09/05/2019";0;"0";"0"
21124674;211;4563;0;"ALUMINE ESQUADRIAS DE ALUMINIOS";"RONALDO";"JESUS E SOUZA ESQUADRIAS DE ALUMINIO LTDA - ME";"24674607000115";"";"9072042600";"mazutticontabil@hotmail.com";"0";"ANDERSON";"N";1;"";"85811352";"CANCELLI";"CASCAVEL";"";3675;"RJORGE LACERDA";"PR";"";"";"
";"999910033";"";"14/05/2019";0;"100";"0"
21224339;212;1778;0;"RESTAURANTE CASA DO CHEF";"OBEDY";"RESTAURANTE E PIZZARIA ALMEIDA AZEVEDO LTDA  ";"24339514000134";"";"131088991";"@";"0";"RAFAEL";"N";1;"";"45028070";"CANDEIAS";"VITORIA DA CONQUISTA";"";45;"AVENIDA ALBERTO LEAL";"BA";"";"";"
";"77999534518";"";"15/05/2019";0;"150";"0"
21330950;213;4563;0;"VARANDA STEAK HOUSE";"RODRIGO";"VARANDA STEAK HOUSE";"30950966000150";"";"111222333";"@";"0";"";"N";1;"";"85811290";"CENTRO";"CASCAVEL";"";1111;"RUA MARECHAL RONDON";"PR";"";"";"
";"999959556";"";"24/05/2019";0;"150";"400"
21432272;214;4560;0;"MARIA PIZZARIA";"BRUNA";"DONA MARIA PIZZARIA LTDA";"32272453000163";"";"9080051120";"brumachado_@hotmail.com";"0";"DANIEL";"N";1;"";"85780000";"CENTRO";"BOA VISTA DA APARECIDA";"";791;"RUA CICEIRO BARBOSA SOBRINHO";"PR";"";"";"
";"45999110686";"";"28/05/2019";0;"200";"0"
21527716;215;4563;0;"MAIS ACAI";"GUSTAVO";"G DE MORAES CASSINS - ME";"27716048000238";"";"9075670440";"gustavo_cassins@hotmail.com";"0";"";"N";1;"";"85810230";"CENTRO";"CASCAVEL";"";432;"AV TOLEDO";"PR";"";"";"
";"998045475";"";"03/06/2019";0;"0";"0"
21633585;216;4563;0;"RESTAURANTE FEIJO";"GUSTAVO";"GUIMARES E RIBEIRO C. ALIMENTOS ";"33585269000136";"";"9081388218";"@";"0";"ANDERSON";"N";1;"";"85812260";"CENTRO";"CASCAVEL";"";1593;"R. ERECHIM";"PR";"";"";"
";"30352992";"";"05/06/2019";0;"100";"300"
21733664;217;4563;0;"CANTINA DAS PIZZAS";"RICARDO";"FERNANDA DOS SANTOS FARIAS";"33664139000199";"";"11122233";"@";"0";"ANDERSON";"N";1;"";"85812090";"CENTRO";"CASCAVEL";"";489;"R. ANTONIO ALVES MASSANEIRO";"PR";"";"";"
Giggios


";"33068218";"";"06/06/2019";0;"0";"0"
21833252;218;4571;0;"LA STREGA";"LEIDIANE";"LA STREGA RESTAURANTE EIRELI";"33252852000125";"";"9081042770";"@";"0";"";"N";1;"";"85851120";"CENTRO";"FOZ DO IGUACU";"";458;"R. EDMUNDO DE BARROS";"PR";"";"";"

";"4530277946";"";"06/06/2019";0;"0";"0"
21927880;219;4563;0;"VIP ARTESANTOS";"CARLA";"CARLA REGINA ACHRE";"27880411000175";"";"9081588730";"@";"0";"ANDERSON";"N";1;"";"85817130";"PERIOLO";"CASCAVEL";"";167;"R. JARAGUA";"PR";"";"";"
";"998155924";"";"11/06/2019";0;"100";"300"
22028678;220;4563;0;"COMERCIO DE ARTIGOS DO VESTUARIO ROTA DO SOL";"GEAZI";"COMERCIO DE ARTIGOS DO VESTUARIO ROTA DO SOL";"28678913000180";"";"9076114428";"@";"0";"DANIEL";"N";1;"";"85807540";"COQUEIRAL";"CASCAVEL";"";509;"RUA JOAO LILI CIRICO";"PR";"";"";"
Geassi
";"4533333333";"";"12/06/2019";0;"0";"0"
22118651;221;4583;0;"SANTO EXPEDITO REFEICOES";"";"ELIANE CRISTINA REUTER 06022876931";"18651295000121";"";"9068187017";"@";"0";"";"N";1;"";"85900050";"CENTRO";"TOLEDO";"";6092;"RUA SAO JOAO";"PR";"";"";"

";"";"";"14/06/2019";0;"0";"0"
22231725;222;4740;0;"STRIKE BOWLING E BAR";"DIAKSON";"VERAS E CANALI LTDA.";"31725521000130";"";"9079461188";"@";"0";"ANDERSON";"N";1;"";"87502070";"ZONA III";"UMUARAMA";"";5145;"R. MIISTRO OLIVEIRA SALAZAR";"PR";"";"";"
";"30553590";"";"18/06/2019";0;"180";"0"
22333468;223;4518;0;"TABACARIA SNAKE PATO BRANCO";"MARIANE";"SNAKE COMERCIO DE SUVENIRES LTDA";"33468837000119";"";"9081263431";"financeiro@tabacariasnake.com.br";"0";"";"N";1;"";"85501268";"CENTRO";"PATO BRANCO";"SL 01";2715;"AV TUPI";"PR";"";"";"


";"46991091153";"";"25/06/2019";0;"200";"200"
22431850;224;4563;0;"DOGUELICIA & CIA";"GENIVAL";"GENIVAL FIGUEREO NASCIMENTO ";"31850465000165";"";"152853222";"genival.invito@gmail.com";"0";"THIAGO";"N";3;"";"47850000";"MIMOSO DO OESTE";"LUIZ ANT MAGALHAES";"";1001;"RUA GOIAS";"BA";"";"";"


";"7781320106";"";"26/06/2019";0;"150";"0"
22527498;225;4563;0;"CHOPP CASCAVEL ";"JANELISE";"INDUSTRIA DE BEBIDAS CASCAVEL LTDA";"27498144000257";"";"9081549408";"cervejariacascavel@gmail.com";"0";"ANDERSON";"N";1;"";"85813100";"COUTRY";"CASCAVEL";"";366;"R. MANAUS";"PR";"";"";"
";"99323159";"";"26/06/2019";0;"150";"600"
22612233;226;4563;0;"PAIOLLO";"MARCUS";"PAIOLLO TRATTORIA LTDA ME";"12233456000180";"";"9054065318";"@";"0";"";"N";3;"";"85810030";"CENTRO";"CASCAVEL";"";782;"R. RECIFE";"PR";"";"";"

";"99150085";"";"29/06/2019";0;"0";"0"
22734005;227;4390;0;"MASTER PIZZA";"LEVI/ROSANGELA";"GRATI PIZZARIA LTDA";"34005734000185";"";"9081815906";"levysilvajunior@yahoo.com.br";"0";"DANIEL";"N";1;"";"80320040";"VILA IZABEL";"CURITIBA";"";331;"R PROFESSOR ALVARO JORGE";"PR";"";"";"
";"41992457608";"";"01/07/2019";0;"250";"0"
22815843;228;4589;0;"FLIPER BURGUER";"JONAS";"JONAS HENRIQUE PICCIN DE MELO";"15843107000179";"";"";"@";"0";"DANIEL";"N";1;"";"85945000";"JARDIM SAO PAULO";"TUPASSI";"";383;"RUA 15 DE NOVEMBRO";"PR";"";"";"

";"44999951913";"";"03/07/2019";0;"180";"0"
22911821;229;4589;0;"PORTUGUES CONVENIENCIA";"ODAIR";"J I H S PICAO COMERCIO DE BEBIDAS";"11821252000106";"";"9051678637";"kukapicao@hotmail.com";"0";"DANIEL";"N";1;"";"85945000";"CENTRO";"TUPASSI";"";341;"AV PRESIDENTE CASTELO BRANCO";"PR";"";"";"

FLIPER BURGUER";"44999298885";"";"03/07/2019";0;"0";"0"
23022655;230;4563;0;"MERCADO LAZARIM";"DARCI";"MERCADO LAZARIM";"22655472000115";"";"9069697426";"@";"0";"ANDERSON";"N";1;"";"85805260";"ALTO ALEGRE";"CASCAVEL";"";4794;"RUA CUIABA";"PR";"";"";"
";"4530386803";"";"11/07/2019";0;"0";"0"
23111048;231;4518;0;"DOM BURGUER - PATO BRANCO";"DANIELE";"TIAGO CICHOCKI E CIA LTDA";"11048689000140";"";"9049063870";"domffb@hotmail.com";"0";"DANIEL";"";1;"";"8550101";"CENTRO";"PATO BRANCO";"";1480;"AV TUPI";"PR";"";"";"

";"46930251150";"";"25/07/2019";0;"50";"0"
23232017;232;1778;0;"HOT DOG DO GORDO";"LUCAS";"CLAUDIA RIBEIRO SANTOS 78742277515  ";"32017047000154";"";"153354414";"@";"0";"RAFAEL";"N";3;"";"45078244";"ZABELE";"VITORIA DA CONQUISTA";"";26;"VIA LOCAL F (VL SERRANA I)  ";"BA";"";"";"


";"7791686044";"";"25/07/2019";0;"0";"0"
23322073;233;4569;0;"MANDA BRASA";"MARIO/FRANCIELE";"JANETE B FACIM";"22073101000125";"";"123       ";"mariotadeu123@hotmail.com";"0";"DANIEL";"N";1;"";"85840000";"CENTRO";"CEU AZUL";"";650;"RUA TEREZINA";"PR";"";"";"


";"999960947";"";"26/07/2019";0;"150";"0"
23418505;234;4563;0;"MOCA CHIC - CASCAVEL";"CIDA";"M A T S KAWABATA";"18505351000209";"";"9078274880";"ciciliatoef3@hotmail.com";"0";"";"";1;"";"8580101";"CENTRO";"CASCAVEL";"";787;"RUA RIO GRANDE DO SUL";"PR";"";"";"";"44999943506";"";"03/08/2019";0;"0";"0"
23534385;235;4725;0;"MOCA CHIC - CAMPINA DA LAGOA";"CIDA";"TORRES & NORONHA LTDA";"34385947000180";"";"9082210870";"ludmila.angelossi@hotmail.com";"0";"DANIEL";"";1;"";"8734545";"CENTRO";"CAMPINA DA LAGOA";"";705;"AV BRASIL";"PR";"";"";"";"44997492244";"";"06/08/2019";0;"100";"0"
23630921;236;4695;0;"BLEND GIN BASED BAR LTDA";"DAIANE";"BLEND GIN BASED BAR LTDA";"30921255000158";"";"9078608924";"daianefrison@gmail.com";"0";"DANIEL";"N";1;"";"87014120";"ZONA 04";"MARINGA";"";100;"PCA MANOEL RIBAS";"PR";"";"";"


";"4430413424";"";"08/08/2019";0;"280";"800"
23732117;237;4563;0;"PIT STOP ESPETINHOS GOURMET ";"FERNANDO";"FERNANDA DA SILVA MAZO 09083772900 ";"32117849000136";"";"09083772900 ";"@";"0";"DANIEL";"";1;"";"8581313";"COUNTRY";"CASCAVEL";"";210;"R GUIDO VIARO";"PR";"";"";"";"999024847";"";"08/08/2019";0;"0";"0"
23821379;238;4563;0;"MARIA CEREJA ATELIE DOCES";"TESTE";"ATELIE DE DOCES IRMAS CEREJA LTDA";"29439504000194";"";"9082210013";"teste@teste";"0";"";"N";1;"";"85811180";"CENTRO";"CASCAVEL";"";9049;"AV BRASIL";"PR";"";"";"


";"4533064756";"";"13/08/2019";0;"0";"0"
23927902;239;1778;0;"500 RESTOLOUNGE";"MICHELE";"GUSMAO E SOARES LTDA  ";"27902591000149";"";"141074940";"500restoloungeadm@gmail.com";"0";"RAFAEL";"N";1;"";"45028115";"CANDEIAS";"VITORIA DA CONQUISTA";"";500;"AVENIDA IRIS SILVEIRA  ";"BA";"";"";"


";"7788171771";"";"13/08/2019";0;"400";"0"
24032650;240;4563;0;"L.M. FAGUNDES - EIRELI";"LUCAS";"L.M. FAGUNDES - EIRELI";"32650888000285";"";"90820240";"lucas@luqui.com.br";"0";"DANIEL";"N";1;"";"85803620";"PARQUE SAO PAULO";"CASCAVEL";"";641;"RUA ENGENHEIRO THEODORO SAMPAIO";"PR";"";"";"
";"4599349800";"";"22/08/2019";0;"0";"0"
24128794;241;4563;0;"CHEFS HOUSE";"MARCELO";"PIZZARIA JU EIRELI - EPP";"28794031000180";"";"9076272686";"maroldra@hotmail.com";"0";"";"N";1;"";"85812011";"CENTRO";"CASCAVEL";"";2197;"R PARANA";"PR";"";"";"
";"45991230150";"";"26/08/2019";0;"400";"0"
24278929;242;4563;0;"GANDIN MARTIGNONI & VAROTTO LTDA - EPP";"MUDAR";"GANDIN MARTIGNONI & VAROTTO LTDA - EPP";"78929957000104";"";"4100860266";"churrascariagandin@gmail.com";"0";"";"N";1;"";"85806470";"SANTO ONOFRE";"CASCAVEL";"";0;"AV TANCREDO NEVES";"PR";"";"";"
";"4599162728";"";"30/08/2019";0;"250";"0"
24326886;243;4563;0;"MARIE STORE";"FABIANA";"MARIE STORE";"26886831000104";"";"11222333";"@";"0";"";"N";3;"";"85911160";"CENTRO";"CASCAVEL";"";1500;"RUA PARANA ";"PR";"";"";"
";"99002468";"";"30/08/2019";0;"0";"0"
24433826;244;4507;0;"BECOOL LOUNGE";"GABRIEL";"GABRIEL PIOVESAN";"36500626000104";"";"9084226359";"gabrielpiovesan132@gmail.com";"1";"";"N";1;"";"85420000";"CENTRO";"CORBELIA";"";1558;"R AMOR PERFEITO";"PR";"";"";"

";"45999998543";"";"31/08/2019";0;"180";"0"
24534708;245;4563;0;"AQUA LIFE ";"EMERSON";"L AGUA MINERAL - EIRELI";"34708410000103";"";"9082522171";"@";"0";"ANDERSON";"N";1;"";"85813190";"COUNTRY";"CASCAVEL";"";1897;"R. SIQUEIRA CAMPOS";"PR";"";"";"

";"30994150";"";"03/09/2019";0;"100";"0"
24630698;246;4563;0;"MR GAS";"MANOEL";"MANOEL LEMES DE BRITO";"30698453000102";"";"9081372214";"daianejagas@gmail.com";"0";"ANDERSON";"N";1;"";"85817160";"PEIOLO";"CASCAVEL";"";294;"RUA ANGELICA";"PR";"";"";"
";"99276367";"";"04/09/2019";0;"100";"400"
24734680;247;4593;0;"CANTINA DAS PIZZAS MARECHAL";"LUIZ";"CRISTINA MAZER ";"34680648000178";"";"111222333";"@";"0";"";"N";1;"";"85960000";"CENTRO";"MARECHAL CANDIDO RONDON";"";909;"R. PARAIBA";"PR";"";"";"
";"998099837";"";"19/09/2019";0;"0";"0"
24834162;248;4370;0;"MADA CALCADOS E ACESSORIOS";"THAISA";"MADA CALCADOS E ACESSORIOS EIRELI";"34162025000103";"";"284408778";"@";"0";"";"N";3;"";"07980011";"CENTRO";"DOURADOS";"";1973;"AV WEIMAR GONCALVES TORRES";"MS";"";"";"
";"6796313632";"";"24/09/2019";0;"0";"0"
24916638;249;4563;0;"EMPRESA DEMONSTRACAO";"DANIEL";"EMPRESA DEMONSTRACAO";"16638863000129";"";"9068332718";"daniel@controle.com.br";"0";"";"";1;"";"85801240";"TESTE BAIRRO";"CASCAVEL";"";666;"TESTE DO ENDRECO";"PR";"";"";"";"4530391786";"45999347112";"02/10/2019";0;"0";"0"
25034559;250;4563;0;"VENDOLA DO TETEU";"SHESTER";"MIRC RESTAURANTE LTDA";"34559999000125";"";"9082369470";"mrialto@hotmail.com";"0";"DANIEL";"N";1;"";"85810020";"CENTRO";"CASCAVEL";"";225;"RUA PERNAMBUCO";"PR";"";"";"
";"998222345";"";"02/10/2019";0;"0";"0"
25134867;251;4693;0;"STYLUSCELL";"ALYSON";"C BEZERRA DO NASCIMENTO - ACESSORIO PARA CELULARES";"34867495000172";"";"9082685550";"alyson.nascimento@gmail.com";"0";"";"N";1;"";"86975000";"CENTRO";"MANDAGUARI";"";850;"AV AMAZONAS";"PR";"";"";"
";"44997640590";"";"07/10/2019";0;"0";"0"
25235047;252;4563;0;"DOGSTER";"CICERO";"CICERO DUTRA BORGES";"35047682000172";"";"9082862355";"ciceroborges@gmail.com";"0";"DANIEL";"N";1;"";"85810020";"CENTRO";"CASCAVEL";"";255;"RUA PERNAMBUCO ";"PR";"";"";"
";"45999090099";"";"17/10/2019";0;"0";"0"
25333977;253;4563;0;"PAO NA PORTA";"FERNANDO";"CATIELI DIAS DOS SANTOS";"33977066000195";"";"111222333 ";"@";"0";"ANDERSON";"N";1;"";"85810051";"COUNTRY";"CASCAVEL";"";0;"R. TOM JOBIM";"PR";"";"";"

";"991059393";"";"24/10/2019";0;"0";"0"
25416638;254;4511;0;"CHEIA DE CHARME COSMETICOS";"HEVELYN";"CHEIA DE CHARME COSMETICOS";"35493682000104";"";"90832657-17";"hevelynmolinadenardi@outlook.com";"0";"";"N";1;"";"85440000";"CENTRO";"UBIRATA";"";1608;"AV. NILZA DE OLIVEIRA PEPINO";"PR";"";"";"

";"44998048200";"";"30/10/2019";0;"0";"0"
25530087;255;4563;0;"LO ROCCA";"ALECSANDRO";"L RABEL HAMBURGUERIA";"30087569000105";"";"9077712884";"@";"0";"";"N";3;"";"85801240";"CENTRO";"CASCAVEL";"";2389;"R. VISCONDE DO RIO BRANCO";"PR";"";"";"

";"33067772";"";"30/10/2019";0;"100";"0"
